Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Bombardier,RANS S-9,Fatal(1),1998-05-07,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,177B,Non-Fatal,1998-05-08,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,310Q,Non-Fatal,1998-05-08,2.0,0.0,0.0,0.0,3.0,Landing,VMC
Piper,PA-30,Non-Fatal,1998-05-08,2.0,0.0,0.0,2.0,0.0,Go-around,VMC
Bell,47G-2,Non-Fatal,1998-05-09,1.0,0.0,0.0,3.0,0.0,Cruise,VMC
Eller,BD-5B,Non-Fatal,1998-05-09,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Bell,UH-1H,Non-Fatal,1998-05-09,1.0,0.0,0.0,1.0,3.0,Cruise,IMC
Aero Commander,500-A,Non-Fatal,1998-05-09,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172N,Non-Fatal,1998-05-09,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Piper,J3C-65,Non-Fatal,1998-05-09,1.0,0.0,0.0,0.0,2.0,Descent,VMC
North American,NA265-65,Incident,1998-05-10,2.0,0.0,0.0,0.0,8.0,Takeoff,VMC
Stinson,108-1,Non-Fatal,1998-05-10,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Alon,A-2,Fatal(2),1998-05-10,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Beech,A-36,Non-Fatal,1998-05-10,1.0,0.0,0.0,0.0,5.0,Takeoff,VMC
Cessna,172P,Non-Fatal,1998-05-10,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,152,Non-Fatal,1998-05-10,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Cessna,170A,Non-Fatal,1998-05-10,1.0,0.0,0.0,3.0,0.0,Approach,VMC
Cessna,310Q,Non-Fatal,1998-05-11,2.0,0.0,1.0,0.0,0.0,Approach,VMC
Dangremond,CHALLENGER II,Non-Fatal,1998-05-11,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
David Mcelhannon,AVID MK. 4,Non-Fatal,1998-05-11,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Hughes,269A,Non-Fatal,1998-05-11,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-18-150,Non-Fatal,1998-05-11,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Cessna,172N,Non-Fatal,1998-05-11,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
M2,SPORT 1000,Fatal(2),1998-05-12,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Beech,A36,Fatal(4),1998-05-12,1.0,4.0,0.0,0.0,0.0,Cruise,IMC
Beech,76,Fatal(1),1998-05-12,2.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Dassault,DA-20,Non-Fatal,1998-05-12,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Beech,A23-24,Non-Fatal,1998-05-12,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman,G-44,Non-Fatal,1998-05-12,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150K,Non-Fatal,1998-05-12,1.0,0.0,1.0,0.0,0.0,Landing,IMC
Bellanca,7GCBC,Fatal(1),1998-05-13,1.0,1.0,0.0,0.0,0.0,Maneuvering,IMC
Fokker,F-28 MK100,Non-Fatal,1998-05-13,2.0,0.0,1.0,0.0,38.0,Descent,VMC
Revolution,MINI-500,Non-Fatal,1998-05-13,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-22-135,Non-Fatal,1998-05-13,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Read,ROTORWAY EXECUTIVE,Non-Fatal,1998-05-13,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,A185F,Non-Fatal,1998-05-13,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Bell,206B,Non-Fatal,1998-05-14,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Beech,BE-45-T-34B,Non-Fatal,1998-05-14,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Cessna,208,Non-Fatal,1998-05-14,1.0,0.0,1.0,6.0,3.0,Maneuvering,IMC
Taylorcraft,BC-12D,Fatal(1),1998-05-14,1.0,1.0,1.0,0.0,0.0,Go-around,VMC
Piper,PA-22-160,Non-Fatal,1998-05-14,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Ayres,SR2-T34,Non-Fatal,1998-05-14,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Enstrom,F28,Non-Fatal,1998-05-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Deberry,MARQUART MA-5,Non-Fatal,1998-05-15,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,175B,Non-Fatal,1998-05-15,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Commander,114-B,Fatal(4),1998-05-15,1.0,4.0,0.0,0.0,0.0,Cruise,VMC
Cessna,180,Non-Fatal,1998-05-15,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172M,Fatal(2),1998-05-15,1.0,2.0,0.0,0.0,0.0,Climb,UNK
Ercoupe (eng & Research Corp.),ERCO-415C,Fatal(2),1998-05-16,1.0,2.0,0.0,0.0,0.0,Unknown,VMC
As+ Ltd,AC-4,Non-Fatal,1998-05-16,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Piper,PA-25-260D,Non-Fatal,1998-05-16,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Beagle Aircraft,B-206,Fatal(3),1998-05-16,2.0,3.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,A185F,Non-Fatal,1998-05-16,1.0,0.0,0.0,1.0,3.0,Landing,VMC
Morrison,RANS S-12,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172P,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Nanchang,CJ-6A,Non-Fatal,1998-05-16,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Beech,95-B55,Non-Fatal,1998-05-16,2.0,0.0,0.0,0.0,4.0,Approach,VMC
Piper,PA-28R-201,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Robinson,R22B,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,182L,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28-151,Non-Fatal,1998-05-16,1.0,0.0,0.0,1.0,3.0,Takeoff,VMC
Piper,PA-22-150,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Mooney,M20F,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Grumman-schweizer,G-164B,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Butler Tool,RAF 2000,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,182A,Non-Fatal,1998-05-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Schweizer,G164D,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-28-140,Fatal(1),1998-05-17,1.0,1.0,1.0,1.0,0.0,Takeoff,VMC
Balloon Works,FIREFLY 7-B,Non-Fatal,1998-05-17,1.0,0.0,1.0,0.0,1.0,Landing,VMC
Air Tractor,AT-502B,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172M,Non-Fatal,1998-05-17,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,172,Fatal(2),1998-05-17,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,172P,Non-Fatal,1998-05-17,1.0,0.0,0.0,2.0,1.0,Landing,VMC
Pitts,S-2A,Non-Fatal,1998-05-17,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Cessna,170,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,337B,Fatal(1),1998-05-17,2.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,172RG,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,3.0,Cruise,VMC
Cessna,172A,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Aeronca,65-C,Non-Fatal,1998-05-17,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Mooney,M20E,Non-Fatal,1998-05-17,1.0,0.0,0.0,1.0,2.0,Taxi,VMC
Cessna,A188B,Non-Fatal,1998-05-17,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Grumman American,AA-1C,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Great Lakes,2T-1A-2,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,2.0,Climb,VMC
Wsk Pzl Mielec,M-18A,Non-Fatal,1998-05-17,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,U206G,Non-Fatal,1998-05-17,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Piper,PA-23-160,Fatal(2),1998-05-18,2.0,2.0,1.0,0.0,0.0,Maneuvering,VMC
Boeing,747-123,Incident,1998-05-18,4.0,0.0,0.0,0.0,3.0,Cruise,UNK
Bell,206L-1,Fatal(4),1998-05-18,1.0,4.0,0.0,0.0,0.0,Maneuvering,VMC
Grumman American,AA-5A,Non-Fatal,1998-05-18,1.0,0.0,0.0,1.0,1.0,Cruise,VMC
Piper,PA-31T1,Fatal(2),1998-05-19,2.0,2.0,0.0,0.0,0.0,Approach,VMC
Waco,YMF,Non-Fatal,1998-05-19,1.0,0.0,1.0,0.0,2.0,Standing,VMC
Sukhoi,SU-29,Fatal(1),1998-05-19,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Gulfstream-schweizer,G-164B,Non-Fatal,1998-05-19,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Garlick,UH-1H,Non-Fatal,1998-05-19,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Air Tractor,AT-301,Non-Fatal,1998-05-19,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Aeronca,7AC,Non-Fatal,1998-05-19,1.0,0.0,1.0,1.0,0.0,Standing,VMC
Stemme,S10V,Non-Fatal,1998-05-19,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Cessna,182,Non-Fatal,1998-05-19,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Cessna,T210M,Non-Fatal,1998-05-20,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Mcdonnell Douglas,520N,Non-Fatal,1998-05-20,1.0,0.0,0.0,1.0,4.0,Cruise,VMC
Harding,REVOLUTION MINI-500B,Non-Fatal,1998-05-20,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Air Tractor,AT-401,Non-Fatal,1998-05-20,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Piper,PA-44-180,Non-Fatal,1998-05-20,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Schweizer,269C,Non-Fatal,1998-05-20,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Mcdonnell Douglas,DC-10-10,Non-Fatal,1998-05-21,3.0,0.0,4.0,5.0,289.0,Climb,VMC
Kreatz,GENESIS,Fatal(2),1998-05-21,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,150,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,207,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,P206C,Fatal(3),1998-05-21,1.0,3.0,0.0,0.0,0.0,Descent,VMC
North American,T-28B,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Robinson,R22B,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Bell,206BIII,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman,G-164A,Non-Fatal,1998-05-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-161,Fatal(4),1998-05-22,1.0,4.0,0.0,0.0,0.0,Climb,VMC
Cessna,140,Non-Fatal,1998-05-22,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Aerostar,S81A,Non-Fatal,1998-05-23,1.0,0.0,2.0,6.0,3.0,Standing,VMC
Piper,PA-28RT-201,Fatal(2),1998-05-23,1.0,2.0,0.0,0.0,0.0,Approach,VMC
Piper,PA-18,Non-Fatal,1998-05-23,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Learjet,24-B,Non-Fatal,1998-05-23,2.0,0.0,0.0,0.0,6.0,Landing,VMC
Piper,PA-18,Non-Fatal,1998-05-23,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Cessna,177B,Non-Fatal,1998-05-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-18-150,Non-Fatal,1998-05-23,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Burkhart Grob,103,Non-Fatal,1998-05-23,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Grumman,G-164,Non-Fatal,1998-05-23,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Vans Aircraft,RV-8,Fatal(2),1998-05-24,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Cessna,172A,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Boeing,757-2B7,Non-Fatal,1998-05-24,2.0,0.0,1.0,6.0,121.0,Cruise,VMC
Cessna,150L,Non-Fatal,1998-05-24,1.0,0.0,1.0,1.0,0.0,Approach,VMC
Cessna,150L,Non-Fatal,1998-05-24,1.0,0.0,1.0,1.0,0.0,Cruise,VMC
Air Tractor,AT-401,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
John H. Korb Jr.,KITFOX III,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28,Non-Fatal,1998-05-24,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Mooney,M20F,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Mader,WAG-AERO 2+2,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,170A,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bell,206L-3,Non-Fatal,1998-05-24,1.0,0.0,3.0,0.0,0.0,Takeoff,VMC
Bell,47G,Fatal(1),1998-05-24,1.0,1.0,1.0,0.0,0.0,Cruise,VMC
Cessna,310R,Non-Fatal,1998-05-24,2.0,0.0,4.0,0.0,0.0,Takeoff,VMC
Burkhart Grob,G-103,Non-Fatal,1998-05-24,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Douglas,DC-3C,Non-Fatal,1998-05-24,2.0,0.0,0.0,1.0,2.0,Approach,VMC
Cessna,182R,Fatal(2),1998-05-25,1.0,2.0,0.0,0.0,0.0,Go-around,VMC
Beech,A36,Fatal(2),1998-05-25,1.0,2.0,2.0,0.0,0.0,Cruise,VMC
Piper,J-3C,Fatal(1),1998-05-25,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Bell,206L-3,Fatal(5),1998-05-25,1.0,5.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA-32-300,Non-Fatal,1998-05-25,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Mohr,SKYBOLT,Non-Fatal,1998-05-25,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Gulfstream American,690C,Non-Fatal,1998-05-25,2.0,0.0,0.0,0.0,4.0,Approach,VMC
Mooney,M20F,Non-Fatal,1998-05-25,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,175,Non-Fatal,1998-05-25,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,310L,Non-Fatal,1998-05-25,2.0,0.0,0.0,0.0,5.0,Landing,VMC
Bellanca,8GCBC,Non-Fatal,1998-05-25,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Morelli,RANS S9,Fatal(1),1998-05-26,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Barr,EAGLE II,Non-Fatal,1998-05-26,1.0,0.0,0.0,0.0,4.0,Taxi,VMC
Beech,95,Non-Fatal,1998-05-26,2.0,0.0,0.0,2.0,1.0,Approach,VMC
Mooney,M20J,Non-Fatal,1998-05-26,1.0,0.0,0.0,0.0,4.0,Taxi,VMC
Cessna,320B,Non-Fatal,1998-05-27,2.0,0.0,0.0,0.0,2.0,Go-around,VMC
Waters,VORTEX,Non-Fatal,1998-05-27,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Boeing Stearman,A75-N1,Non-Fatal,1998-05-27,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Luscombe,8A,Non-Fatal,1998-05-27,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,206,Non-Fatal,1998-05-27,1.0,0.0,0.0,1.0,5.0,Cruise,VMC
Cessna,414,Non-Fatal,1998-05-28,2.0,0.0,0.0,3.0,0.0,Takeoff,VMC
Bell,47G,Non-Fatal,1998-05-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150G,Non-Fatal,1998-05-28,1.0,0.0,0.0,2.0,0.0,Go-around,VMC
Cessna,177RG,Non-Fatal,1998-05-28,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Beech,F35,Non-Fatal,1998-05-29,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Cessna,207,Non-Fatal,1998-05-29,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Grumman,G-164A,Non-Fatal,1998-05-29,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Grumman American,AA-1C,Non-Fatal,1998-05-29,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,185,Non-Fatal,1998-05-29,1.0,0.0,0.0,2.0,0.0,Approach,VMC
Cessna,U206,Non-Fatal,1998-05-29,1.0,0.0,0.0,0.0,2.0,Approach,VMC
"Papa 51 Ltd., Co.",THUNDER MUSTANG,Fatal(2),1998-05-30,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172RG,Fatal(2),1998-05-30,1.0,2.0,1.0,0.0,5.0,Cruise,VMC
Aerospatiale,AS-350-B2,Fatal(2),1998-05-30,1.0,2.0,1.0,0.0,5.0,Cruise,VMC
Piper,PA-28-150,Non-Fatal,1998-05-30,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Rans,S6EX COYOTE II,Non-Fatal,1998-05-30,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,170B,Non-Fatal,1998-05-30,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,172D,Non-Fatal,1998-05-30,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-22,Non-Fatal,1998-05-30,1.0,0.0,0.0,4.0,0.0,Takeoff,VMC
Balloon Works,FIREFLY 7-15,Non-Fatal,1998-05-30,1.0,0.0,0.0,0.0,2.0,Climb,VMC
Luscombe,8E,Non-Fatal,1998-05-30,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Aero Commander,CALLAIR A-9,Fatal(1),1998-05-31,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Fields,BABY BELLE,Non-Fatal,1998-05-31,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Jacob Tussel,EVERETT B1,Fatal(1),1998-05-31,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,150L,Non-Fatal,1998-05-31,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1998-05-31,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Piper,PA-28R-200,Non-Fatal,1998-05-31,1.0,0.0,0.0,1.0,1.0,Go-around,VMC
Piper,PA-18,Non-Fatal,1998-05-31,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Cawood,FISHER CLASSIC,Non-Fatal,1998-06-01,1.0,0.0,1.0,0.0,0.0,Climb,VMC
Piper,PA-30,Non-Fatal,1998-06-01,2.0,0.0,2.0,0.0,0.0,Cruise,VMC
Cessna,175A,Non-Fatal,1998-06-01,1.0,0.0,0.0,3.0,0.0,Takeoff,VMC
Cessna,421,Fatal(1),1998-06-01,2.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,140,Non-Fatal,1998-06-01,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman-schweizer,G-164B,Non-Fatal,1998-06-01,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,170B,Non-Fatal,1998-06-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Sheets,KITFOX II,Non-Fatal,1998-06-02,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Mcdonnell Douglas,369FF,Fatal(1),1998-06-02,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Air Tractor,AT-502,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,180D,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Mejia,BACON II,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Hiller,UH-12E,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,150,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-28-180,Non-Fatal,1998-06-02,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-30,Fatal(1),1998-06-03,2.0,1.0,0.0,0.0,0.0,Other,VMC
Piper,PA-28-181,Fatal(3),1998-06-03,1.0,3.0,0.0,0.0,0.0,Cruise,VMC
Mooney,M-20E,Fatal(2),1998-06-03,1.0,2.0,0.0,0.0,0.0,Climb,VMC
Vickers,MK XVI,Fatal(1),1998-06-03,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,150G,Non-Fatal,1998-06-03,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Rotorway,EXEC 90,Non-Fatal,1998-06-03,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Cessna,172N,Fatal(3),1998-06-04,1.0,3.0,0.0,0.0,0.0,Maneuvering,UNK
Cessna,182R,Fatal(3),1998-06-04,1.0,3.0,0.0,0.0,0.0,Climb,VMC
Champion,7GCB,Non-Fatal,1998-06-04,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Air Tractor,502,Non-Fatal,1998-06-04,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,150M,Non-Fatal,1998-06-04,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Cessna,185F,Non-Fatal,1998-06-04,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,170B,Non-Fatal,1998-06-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Beech,BE 65-80,Non-Fatal,1998-06-05,2.0,0.0,1.0,4.0,0.0,Approach,VMC
Aero Commander,S2R,Fatal(1),1998-06-05,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Eurocopter,AS350BA,Fatal(3),1998-06-05,1.0,3.0,0.0,0.0,0.0,Cruise,VMC
Cessna,310K,Non-Fatal,1998-06-05,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Rotorway,EXECUTIVE 162F,Non-Fatal,1998-06-05,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172H,Non-Fatal,1998-06-05,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Ayres,S2R,Non-Fatal,1998-06-05,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Maule,M-5-220C,Fatal(2),1998-06-06,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-24-260,Fatal(2),1998-06-06,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Girgen,KITFOX II,Non-Fatal,1998-06-06,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Aerospatiale,AS350BA,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Aviat,PITTS S-2B,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,3.0,Taxi,VMC
Cessna,152,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,3.0,Taxi,VMC
Grumman-schweizer,G-164A,Non-Fatal,1998-06-06,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Wolfe,PULSAR 582,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Grumman,G164,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172,Non-Fatal,1998-06-06,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Mooney,M20A,Fatal(1),1998-06-07,1.0,1.0,0.0,0.0,0.0,Maneuvering,IMC
Cessna,152,Non-Fatal,1998-06-07,1.0,0.0,2.0,0.0,0.0,Maneuvering,UNK
Piper,PA-28R-200,Fatal(4),1998-06-07,1.0,4.0,0.0,0.0,0.0,Descent,IMC
Beech,23,Non-Fatal,1998-06-07,1.0,0.0,0.0,4.0,0.0,Takeoff,VMC
Bell,206B,Non-Fatal,1998-06-07,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Arner,CHALLENGER II S,Non-Fatal,1998-06-07,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Piper,PA-28-181,Non-Fatal,1998-06-07,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Piper,PA-28-181,Fatal(2),1998-06-08,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Robert E. Bean,WITTMAN TAILWIND W10,Non-Fatal,1998-06-08,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Saab-scania Ab (saab),91B,Non-Fatal,1998-06-08,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Fones,Z-MAX 1300,Non-Fatal,1998-06-08,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Leone,SMITH MINI PLANE,Non-Fatal,1998-06-08,1.0,0.0,1.0,0.0,0.0,Landing,VMC
Cessna,188B,Non-Fatal,1998-06-08,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Stephens,VORTEX,Fatal(1),1998-06-09,1.0,1.0,0.0,0.0,0.0,Climb,VMC
Cessna,T210N,Fatal(2),1998-06-09,1.0,2.0,0.0,0.0,0.0,Approach,VMC
Gisclair,MURPHY RENEGADE SP,Non-Fatal,1998-06-09,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,185,Non-Fatal,1998-06-09,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,207A,Non-Fatal,1998-06-09,1.0,0.0,0.0,0.0,5.0,Climb,VMC
Cessna,150,Fatal(1),1998-06-09,1.0,1.0,0.0,0.0,0.0,Go-around,VMC
Cessna,172K,Non-Fatal,1998-06-09,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,185,Non-Fatal,1998-06-09,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Piper,PA-16,Non-Fatal,1998-06-09,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Piper,601P,Fatal(3),1998-06-10,2.0,3.0,0.0,0.0,0.0,Takeoff,IMC
