Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Beech,F33A,Fatal(2),1998-06-10,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Bell,47G,Non-Fatal,1998-06-10,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Schweizer,SGS 2-33A,Non-Fatal,1998-06-10,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-24-180,Non-Fatal,1998-06-10,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,172E,Non-Fatal,1998-06-10,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Rolladen-schneider,LS-6A,Non-Fatal,1998-06-11,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Grumman-schweizer,G-164B,Non-Fatal,1998-06-12,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,150L,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Air Tractor,AT-502B,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bellanca,8GCBC,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152,Non-Fatal,1998-06-12,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Bellanca,7GCBC,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Aeronca,15AC,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172,Non-Fatal,1998-06-12,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Scott,DRAGONFLY,Non-Fatal,1998-06-13,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,A188B,Non-Fatal,1998-06-13,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Piper,J3,Non-Fatal,1998-06-13,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA-23-250,Non-Fatal,1998-06-13,2.0,0.0,1.0,1.0,0.0,Cruise,VMC
Cessna,150F,Non-Fatal,1998-06-13,1.0,0.0,1.0,0.0,0.0,Landing,VMC
Piper,PA-28-180,Non-Fatal,1998-06-13,1.0,0.0,1.0,3.0,0.0,Go-around,VMC
Cessna,185,Non-Fatal,1998-06-13,1.0,0.0,0.0,3.0,0.0,Cruise,VMC
Blackmore,RV-4,Fatal(1),1998-06-14,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Moore,B-8MJ,Fatal(1),1998-06-14,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172R,Non-Fatal,1998-06-14,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Boeing Stearman,A75N1,Non-Fatal,1998-06-14,1.0,0.0,0.0,1.0,1.0,Approach,VMC
Bell,47G-4A,Non-Fatal,1998-06-14,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Beech,76,Non-Fatal,1998-06-14,2.0,0.0,0.0,2.0,0.0,Approach,VMC
Schempp-hirth,VENTUS CM,Non-Fatal,1998-06-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Let,BLANIK L-13,Non-Fatal,1998-06-14,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Lake,LA-4,Non-Fatal,1998-06-14,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-18-160,Non-Fatal,1998-06-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-25-235,Non-Fatal,1998-06-15,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,T210M,Non-Fatal,1998-06-15,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Fife,LANCAIR 320,Non-Fatal,1998-06-15,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,152,Non-Fatal,1998-06-15,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Air Tractor,AT-301,Non-Fatal,1998-06-15,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Bellanca,17-31A,Non-Fatal,1998-06-15,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Hughes,369HS,Fatal(2),1998-06-16,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Aero Commander,680FL,Fatal(1),1998-06-16,2.0,1.0,0.0,0.0,0.0,Approach,IMC
Mooney,M20R,Fatal(2),1998-06-16,1.0,2.0,0.0,0.0,0.0,Climb,IMC
Cessna,A185F,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,172RG,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150C,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-25-260,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA28-151,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Piper,PA-18,Non-Fatal,1998-06-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,185,Fatal(1),1998-06-17,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Boeing,737-322,Non-Fatal,1998-06-17,2.0,0.0,0.0,2.0,70.0,Taxi,VMC
Cessna,207,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Casa,BU-131,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Cessna,TR182,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Piper,PA-28-180,Non-Fatal,1998-06-17,1.0,0.0,0.0,2.0,0.0,Descent,VMC
Mcdonnell Douglas,600N,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,177B,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Lake,LA4-200,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Parker,ROTORWAY 162-F,Non-Fatal,1998-06-17,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,172R,Fatal(1),1998-06-17,1.0,1.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-18-160,Non-Fatal,1998-06-17,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,340,Fatal(1),1998-06-18,2.0,1.0,0.0,0.0,0.0,Cruise,IMC
Hawker Aircraft Ltd.,HUNTER T MK 8,Fatal(1),1998-06-18,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Ayres,S2R-R1340,Fatal(1),1998-06-18,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Garlick,UH-1H,Non-Fatal,1998-06-18,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Offord,KR-2,Non-Fatal,1998-06-18,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bellanca,17-30A,Non-Fatal,1998-06-18,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bell,206L4,Non-Fatal,1998-06-18,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Beech,A36,Fatal(2),1998-06-19,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Tillman,CHRISTEN II,Fatal(1),1998-06-19,1.0,1.0,0.0,0.0,0.0,Go-around,VMC
Piper,PA-28-140,Fatal(1),1998-06-19,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,207,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,4.0,Cruise,VMC
Cessna,CE-500,Non-Fatal,1998-06-19,2.0,0.0,0.0,0.0,4.0,Landing,VMC
Progressive Aerodyne Inc.,STINGRAY,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,310K,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,180,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Grumman-schweizer,G-164B,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172P,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Cessna,310N,Non-Fatal,1998-06-19,2.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,185E,Non-Fatal,1998-06-19,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Naval Aircraft Factory,N3N-3,Non-Fatal,1998-06-20,1.0,0.0,2.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-180,Non-Fatal,1998-06-20,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Aeronca,7AC,Non-Fatal,1998-06-20,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,172R,Non-Fatal,1998-06-20,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,182,Non-Fatal,1998-06-20,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Rockwell,COMMANDER 112,Non-Fatal,1998-06-20,2.0,0.0,0.0,1.0,0.0,Cruise,VMC
Hartzler,NIEUPORT 11,Non-Fatal,1998-06-20,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Narrin-whittman,W-8 TAILWIND,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,172M,Fatal(1),1998-06-21,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,172N,Fatal(1),1998-06-21,1.0,1.0,0.0,0.0,0.0,Go-around,IMC
Nolley,BD-5T,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Glaser-dirks,DG-800B,Non-Fatal,1998-06-21,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Cessna,152,Non-Fatal,1998-06-21,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Beech,B19,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Robinson,R22 BETA,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172P,Non-Fatal,1998-06-21,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,188B,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,180A,Non-Fatal,1998-06-21,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Cessna,185F,Non-Fatal,1998-06-21,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Mooney,M-20E,Fatal(1),1998-06-22,1.0,1.0,0.0,2.0,0.0,Climb,VMC
Cessna,150G,Non-Fatal,1998-06-22,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Piper,PA-18,Non-Fatal,1998-06-22,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,172L,Fatal(2),1998-06-23,1.0,2.0,0.0,0.0,0.0,Unknown,IMC
Cessna,152,Fatal(1),1998-06-23,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Piper,PA-36-375,Non-Fatal,1998-06-23,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Stroud,SKY BOLT,Non-Fatal,1998-06-23,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,A-35,Non-Fatal,1998-06-23,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Cessna,170B,Non-Fatal,1998-06-24,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Extra Flugzeugbau,FLUGZEUGBAU EA260,Non-Fatal,1998-06-24,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Cessna,172,Non-Fatal,1998-06-24,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,T310R,Non-Fatal,1998-06-24,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Hiller,UH-12E,Non-Fatal,1998-06-24,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Eurocopter,AS-350-BA,Fatal(6),1998-06-25,1.0,6.0,0.0,0.0,0.0,Cruise,IMC
Aeronca,7-AC,Non-Fatal,1998-06-25,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,J3C-65,Non-Fatal,1998-06-25,1.0,0.0,0.0,1.0,1.0,Taxi,VMC
Piper,PA-18-150,Non-Fatal,1998-06-25,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Piper,PA-36-300,Non-Fatal,1998-06-25,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Air Tractor,AT-301,Non-Fatal,1998-06-25,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Ector Aircraft Company,305A (L-19),Non-Fatal,1998-06-25,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Lockheed,L-382G,Non-Fatal,1998-06-26,4.0,0.0,0.0,0.0,5.0,Landing,VMC
North American,NAVION,Non-Fatal,1998-06-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Hoffmann,FISHER FP 404,Non-Fatal,1998-06-26,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Saab-scania Ab (saab),F-35 DRAKEN,Non-Fatal,1998-06-26,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Piper,PA-23-160,Non-Fatal,1998-06-26,2.0,0.0,0.0,0.0,2.0,Cruise,VMC
Montgomery,QUICKIE TRI-Q/200,Fatal(1),1998-06-26,1.0,1.0,0.0,0.0,0.0,Taxi,VMC
Rockwell,S2-R,Non-Fatal,1998-06-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Grumman-schweizer,164B,Non-Fatal,1998-06-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Lockheed,SP-2H,Fatal(2),1998-06-27,2.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-235,Fatal(1),1998-06-27,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Aviat,HUSKY A-1,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Koster,MURPHY REBEL,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Schweizer,G-164B,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Aviat,A-1A,Non-Fatal,1998-06-27,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Cessna,150G,Non-Fatal,1998-06-27,1.0,0.0,2.0,0.0,0.0,Maneuvering,VMC
Zimmerman,KITFOX 4-1200,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,310R,Non-Fatal,1998-06-27,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Aeronca,7BCM,Non-Fatal,1998-06-27,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,175,Fatal(1),1998-06-28,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Piper,PA-18,Non-Fatal,1998-06-28,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,152,Non-Fatal,1998-06-28,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Taylorcraft,BC12-65,Non-Fatal,1998-06-28,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Cessna,180H,Non-Fatal,1998-06-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,150G,Non-Fatal,1998-06-28,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Commonwealth,185,Non-Fatal,1998-06-28,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,150H,Non-Fatal,1998-06-28,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Aero Commander,681B,Incident,1998-06-29,2.0,0.0,0.0,0.0,3.0,Descent,VMC
Frandsen,MIDGET MUSTANG MM-1,Fatal(1),1998-06-29,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Cessna,182P,Non-Fatal,1998-06-29,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,152,Non-Fatal,1998-06-29,1.0,0.0,0.0,0.0,2.0,Climb,VMC
Aeronca,CHIEF 65-CA,Non-Fatal,1998-06-29,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172N,Non-Fatal,1998-06-29,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,172,Non-Fatal,1998-06-29,1.0,0.0,0.0,2.0,0.0,Go-around,VMC
Piper,PA-18,Non-Fatal,1998-06-29,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,A188B,Fatal(1),1998-06-30,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,150H,Fatal(2),1998-06-30,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Champion,7GCB,Non-Fatal,1998-06-30,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-20,Non-Fatal,1998-06-30,1.0,0.0,0.0,2.0,0.0,Approach,VMC
American Blimp Corp.,ABC-A-60,Non-Fatal,1998-07-01,2.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,140A,Fatal(1),1998-07-01,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Piper,PA-22-108,Fatal(1),1998-07-01,1.0,1.0,0.0,1.0,0.0,Climb,VMC
American Aviation Corp. (aac),AA-1TW,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Luscombe,8A,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,1.0,Standing,VMC
Kerr,STARTDUSTER TOO,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28-161,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,206G,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,185E,Non-Fatal,1998-07-01,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172E,Non-Fatal,1998-07-02,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Dassault,MYSTERE FALCON 900,Non-Fatal,1998-07-02,3.0,0.0,0.0,0.0,9.0,Landing,VMC
Cessna,182N,Non-Fatal,1998-07-02,1.0,0.0,0.0,2.0,2.0,Landing,VMC
Cessna,A150M,Non-Fatal,1998-07-02,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Tracy,AVID MARK IV,Non-Fatal,1998-07-02,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Fithian,FALCON XP,Non-Fatal,1998-07-02,1.0,0.0,1.0,1.0,0.0,Climb,VMC
Piper,PA-20-160,Non-Fatal,1998-07-02,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-140,Non-Fatal,1998-07-02,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Grumman-schweizer,G-164A,Non-Fatal,1998-07-02,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Robinson,R-44,Non-Fatal,1998-07-02,1.0,0.0,0.0,2.0,0.0,Descent,VMC
Wicks,FLY BABY,Non-Fatal,1998-07-02,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Piper,PA-28-180,Non-Fatal,1998-07-02,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Aero Vodochody Aero. Works,L-39C,Fatal(2),1998-07-03,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Burkhart Grob,G102,Non-Fatal,1998-07-03,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Bushby,MUSTANG II,Non-Fatal,1998-07-03,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Grumman,G164A,Non-Fatal,1998-07-03,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Air Tractor,AT301,Non-Fatal,1998-07-03,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Mbb,PHOEBUS C,Non-Fatal,1998-07-03,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,170A,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Beech,D35,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,3.0,Descent,VMC
Champion,7GCG,Non-Fatal,1998-07-04,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Cessna,172M,Non-Fatal,1998-07-04,1.0,0.0,1.0,0.0,0.0,Standing,VMC
Cessna,T210K,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Keith,TEAM MINI MAX 1600R,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Brunnemer,HMB-2,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,A188B,Non-Fatal,1998-07-04,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,172M,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Aerofab Inc.,LAKE LA-4-250,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
"Lane Progressive Aerodyne, Inc",SEAREY,Non-Fatal,1998-07-04,1.0,0.0,1.0,0.0,0.0,Landing,IMC
Cessna,182,Fatal(1),1998-07-04,1.0,1.0,0.0,0.0,4.0,Cruise,VMC
Piper,J3C-65,Non-Fatal,1998-07-04,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Morane-saulnier,MS 880B,Fatal(1),1998-07-05,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Rolladen-schneider,LS-6,Non-Fatal,1998-07-05,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Grumman American,AA-1A,Fatal(1),1998-07-05,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Cessna,185,Incident,1998-07-05,1.0,0.0,0.0,0.0,3.0,Taxi,VMC
Taylorcraft,BL-65,Non-Fatal,1998-07-05,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Piper,PA-28-140,Fatal(1),1998-07-05,1.0,1.0,0.0,1.0,0.0,Takeoff,VMC
Burkhart Grob,G103 TWIN II,Non-Fatal,1998-07-05,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Beech,H35,Non-Fatal,1998-07-05,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
North American,AT-6G,Non-Fatal,1998-07-05,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,T188C,Non-Fatal,1998-07-05,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Benson,B-8M,Non-Fatal,1998-07-05,1.0,0.0,0.0,1.0,0.0,Taxi,VMC
Cessna,180H,Non-Fatal,1998-07-06,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Ross,RV6A,Non-Fatal,1998-07-06,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Air Tractor,AT-502,Non-Fatal,1998-07-06,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,172N,Non-Fatal,1998-07-06,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,T188C,Non-Fatal,1998-07-06,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172N,Non-Fatal,1998-07-06,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Hiller,UH-12E,Non-Fatal,1998-07-07,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Boeing,737-7H4,Incident,1998-07-07,2.0,0.0,0.0,0.0,96.0,Descent,VMC
Bell,47G-5,Non-Fatal,1998-07-07,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Swearingen,SA-26AT,Fatal(2),1998-07-07,2.0,2.0,0.0,0.0,0.0,Approach,IMC
Cessna,150,Non-Fatal,1998-07-07,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-22,Non-Fatal,1998-07-07,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Cessna,182RG,Non-Fatal,1998-07-07,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-60-602P,Non-Fatal,1998-07-07,2.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Rockwell,S-2R,Non-Fatal,1998-07-07,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Air Tractor,AT-301,Non-Fatal,1998-07-08,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Air Tractor,AT-502,Non-Fatal,1998-07-08,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Airbus Industrie,A-300B4-605R,Incident,1998-07-09,2.0,0.0,0.0,28.0,224.0,Climb,VMC
Hughes,369D,Fatal(1),1998-07-09,1.0,1.0,0.0,0.0,1.0,Takeoff,VMC
Rockwell,S-2R,Non-Fatal,1998-07-09,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Mastopietro,RANS S12,Non-Fatal,1998-07-09,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Piper,PA-22-135,Non-Fatal,1998-07-09,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Cessna,182L,Non-Fatal,1998-07-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1998-07-09,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-18,Non-Fatal,1998-07-09,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Bell,47G,Fatal(2),1998-07-10,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
De Havilland,DH-82A,Non-Fatal,1998-07-10,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,180,Non-Fatal,1998-07-10,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-28R-201,Non-Fatal,1998-07-10,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-18,Non-Fatal,1998-07-10,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,172N,Non-Fatal,1998-07-11,1.0,0.0,3.0,0.0,0.0,Unknown,VMC
Cessna,188B,Non-Fatal,1998-07-11,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Person,VARI EZE,Non-Fatal,1998-07-11,1.0,0.0,0.0,0.0,3.0,Approach,VMC
Pitts,S1-S,Non-Fatal,1998-07-11,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Let,BLANIK L-13,Non-Fatal,1998-07-11,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Overton,MUSTANG M-II,Non-Fatal,1998-07-11,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Vollmers,SONERAI II L,Non-Fatal,1998-07-11,1.0,0.0,0.0,1.0,0.0,Descent,VMC
Meeuwsen,WAGABOND,Non-Fatal,1998-07-11,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,170B,Non-Fatal,1998-07-12,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Forney,415-C,Non-Fatal,1998-07-12,1.0,0.0,2.0,0.0,0.0,Climb,VMC
Stubbe-kitfox,CLASSIC,Fatal(1),1998-07-12,1.0,1.0,1.0,1.0,0.0,Maneuvering,VMC
Beech,23,Non-Fatal,1998-07-12,1.0,0.0,0.0,0.0,3.0,Cruise,VMC
Grumman American,AA-5B,Non-Fatal,1998-07-12,1.0,0.0,0.0,1.0,3.0,Takeoff,VMC
Cessna,172L,Non-Fatal,1998-07-12,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Piper,PA-18-150,Non-Fatal,1998-07-12,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Cessna,150,Non-Fatal,1998-07-12,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Peebles/lancair 360,LC-20,Non-Fatal,1998-07-12,1.0,0.0,0.0,0.0,2.0,Landing,VMC
